name,team,date,injury,sport
Myles Turner,Indiana Pacers,13-08-2020,wrist,basketball
T.J. Warren,Indiana Pacers,23-10-2014,thumb,basketball
T.J. Warren,Indiana Pacers,29-10-2014,thumb,basketball
T.J. Warren,Indiana Pacers,18-11-2015,illness,basketball
T.J. Warren,Indiana Pacers,31-01-2016,foot,basketball
T.J. Warren,Indiana Pacers,19-02-2016,foot,basketball
T.J. Warren,Indiana Pacers,18-11-2016,illness,basketball
T.J. Warren,Indiana Pacers,19-11-2016,illness,basketball
T.J. Warren,Indiana Pacers,23-11-2016,head injury (DTD),basketball
T.J. Warren,Indiana Pacers,23-03-2017,foot,basketball
T.J. Warren,Indiana Pacers,02-04-2017,illness,basketball
T.J. Warren,Indiana Pacers,05-01-2018,illness,basketball
T.J. Warren,Indiana Pacers,14-01-2018,back,basketball
T.J. Warren,Indiana Pacers,28-02-2018,tailbone,basketball
T.J. Warren,Indiana Pacers,08-03-2018,back,basketball
T.J. Warren,Indiana Pacers,20-03-2018,knee,basketball
T.J. Warren,Indiana Pacers,04-11-2018,back,basketball
T.J. Warren,Indiana Pacers,30-11-2018,ankle,basketball
T.J. Warren,Indiana Pacers,23-01-2019,ankle,basketball
T.J. Warren,Indiana Pacers,02-02-2020,concussion,basketball
T.J. Warren,Indiana Pacers,03-02-2020,concussion,basketball
T.J. Warren,Indiana Pacers,06-03-2020,leg,basketball
T.J. Warren,Indiana Pacers,11-08-2020,foot,basketball
Grayson Allen,Milwaukee Bucks,24-12-2018,ankle,basketball
Grayson Allen,Milwaukee Bucks,03-11-2019,ankle,basketball
Grayson Allen,Milwaukee Bucks,04-11-2019,ankle,basketball
Grayson Allen,Milwaukee Bucks,10-12-2019,ankle,basketball
Grayson Allen,Milwaukee Bucks,11-12-2019,ankle,basketball
Grayson Allen,Milwaukee Bucks,25-01-2020,hip,basketball
Grayson Allen,Milwaukee Bucks,28-01-2020,hip,basketball
Giannis Antetokounmpo,Milwaukee Bucks,08-04-2015,undisclosed,basketball
Giannis Antetokounmpo,Milwaukee Bucks,20-12-2015,knee,basketball
Giannis Antetokounmpo,Milwaukee Bucks,08-01-2017,illness,basketball
Giannis Antetokounmpo,Milwaukee Bucks,22-11-2017,knee,basketball
Giannis Antetokounmpo,Milwaukee Bucks,23-12-2017,knee,basketball
Giannis Antetokounmpo,Milwaukee Bucks,19-01-2018,knee,basketball
Giannis Antetokounmpo,Milwaukee Bucks,20-01-2018,knee,basketball
Giannis Antetokounmpo,Milwaukee Bucks,23-03-2018,ankle,basketball
Giannis Antetokounmpo,Milwaukee Bucks,07-04-2018,ankle,basketball
Giannis Antetokounmpo,Milwaukee Bucks,29-10-2018,concussion,basketball
Giannis Antetokounmpo,Milwaukee Bucks,10-12-2018,neck,basketball
Giannis Antetokounmpo,Milwaukee Bucks,11-01-2019,hip,basketball
Giannis Antetokounmpo,Milwaukee Bucks,09-02-2019,knee,basketball
Giannis Antetokounmpo,Milwaukee Bucks,25-02-2019,knee,basketball
Giannis Antetokounmpo,Milwaukee Bucks,19-03-2019,ankle,basketball
Giannis Antetokounmpo,Milwaukee Bucks,31-03-2019,ankle,basketball
Giannis Antetokounmpo,Milwaukee Bucks,06-04-2019,calf,basketball
Giannis Antetokounmpo,Milwaukee Bucks,11-12-2019,quadriceps,basketball
Giannis Antetokounmpo,Milwaukee Bucks,27-12-2019,back,basketball
Giannis Antetokounmpo,Milwaukee Bucks,28-01-2020,shoulder,basketball
Giannis Antetokounmpo,Milwaukee Bucks,08-03-2020,knee,basketball
Giannis Antetokounmpo,Milwaukee Bucks,05-09-2020,ankle,basketball
Giannis Antetokounmpo,Milwaukee Bucks,08-09-2020,ankle,basketball
Thanasis Antetokounmpo,Milwaukee Bucks,27-11-2019,illness,basketball
Pat Connaughton,Milwaukee Bucks,28-01-2016,ankle,basketball
Pat Connaughton,Milwaukee Bucks,10-12-2018,knee,basketball
Pat Connaughton,Milwaukee Bucks,05-01-2020,thigh,basketball
Pat Connaughton,Milwaukee Bucks,06-01-2020,thigh,basketball
Donte DiVincenzo,Milwaukee Bucks,15-11-2018,quadriceps,basketball
Donte DiVincenzo,Milwaukee Bucks,16-11-2018,quadriceps,basketball
Donte DiVincenzo,Milwaukee Bucks,04-01-2019,ankle,basketball
Donte DiVincenzo,Milwaukee Bucks,24-01-2019,heel,basketball
Donte DiVincenzo,Milwaukee Bucks,25-01-2019,heel,basketball
Donte DiVincenzo,Milwaukee Bucks,15-03-2019,heel,basketball
Donte DiVincenzo,Milwaukee Bucks,28-03-2019,heel,basketball
Donte DiVincenzo,Milwaukee Bucks,31-01-2020,ankle,basketball
Donte DiVincenzo,Milwaukee Bucks,11-08-2020,elbow,basketball
George Hill,Milwaukee Bucks,03-11-2010,neck,basketball
George Hill,Milwaukee Bucks,18-12-2010,toe,basketball
George Hill,Milwaukee Bucks,20-12-2010,toe,basketball
George Hill,Milwaukee Bucks,22-12-2010,toe,basketball
George Hill,Milwaukee Bucks,23-12-2010,toe,basketball
George Hill,Milwaukee Bucks,21-01-2011,thumb,basketball
George Hill,Milwaukee Bucks,22-01-2011,thumb,basketball
George Hill,Milwaukee Bucks,09-01-2012,back,basketball
George Hill,Milwaukee Bucks,01-02-2012,ankle,basketball
George Hill,Milwaukee Bucks,03-02-2012,ankle,basketball
George Hill,Milwaukee Bucks,04-02-2012,ankle,basketball
George Hill,Milwaukee Bucks,07-02-2012,ankle,basketball
George Hill,Milwaukee Bucks,08-02-2012,ankle,basketball
George Hill,Milwaukee Bucks,11-02-2012,ankle,basketball
George Hill,Milwaukee Bucks,14-02-2012,ankle,basketball
George Hill,Milwaukee Bucks,15-02-2012,ankle,basketball
George Hill,Milwaukee Bucks,16-02-2012,ankle,basketball
George Hill,Milwaukee Bucks,19-02-2012,ankle,basketball
George Hill,Milwaukee Bucks,21-02-2012,ankle,basketball
George Hill,Milwaukee Bucks,10-03-2012,shoulder,basketball
George Hill,Milwaukee Bucks,11-03-2012,shoulder,basketball
George Hill,Milwaukee Bucks,23-04-2012,shoulder,basketball
George Hill,Milwaukee Bucks,31-12-2012,groin,basketball
George Hill,Milwaukee Bucks,25-03-2013,groin,basketball
George Hill,Milwaukee Bucks,16-05-2013,concussion,basketball
George Hill,Milwaukee Bucks,01-11-2013,hip,basketball
George Hill,Milwaukee Bucks,05-11-2013,hip,basketball
George Hill,Milwaukee Bucks,06-11-2013,hip,basketball
George Hill,Milwaukee Bucks,01-03-2014,shoulder,basketball
George Hill,Milwaukee Bucks,02-03-2014,shoulder,basketball
George Hill,Milwaukee Bucks,29-10-2014,knee,basketball
George Hill,Milwaukee Bucks,02-01-2015,groin,basketball
George Hill,Milwaukee Bucks,10-01-2015,groin,basketball
George Hill,Milwaukee Bucks,16-11-2015,infection,basketball
George Hill,Milwaukee Bucks,04-01-2016,poisoning,basketball
George Hill,Milwaukee Bucks,07-11-2016,thumb,basketball
George Hill,Milwaukee Bucks,01-12-2016,toe,basketball
George Hill,Milwaukee Bucks,14-12-2016,toe,basketball
George Hill,Milwaukee Bucks,05-01-2017,concussion,basketball
George Hill,Milwaukee Bucks,09-02-2017,toe,basketball
George Hill,Milwaukee Bucks,06-03-2017,toe,basketball
George Hill,Milwaukee Bucks,08-03-2017,toe,basketball
George Hill,Milwaukee Bucks,29-03-2017,groin,basketball
George Hill,Milwaukee Bucks,04-05-2017,toe,basketball
George Hill,Milwaukee Bucks,19-12-2017,illness,basketball
George Hill,Milwaukee Bucks,01-04-2018,ankle,basketball
George Hill,Milwaukee Bucks,22-04-2018,back,basketball
George Hill,Milwaukee Bucks,07-11-2018,shoulder,basketball
George Hill,Milwaukee Bucks,24-02-2019,groin,basketball
George Hill,Milwaukee Bucks,25-02-2019,groin,basketball
George Hill,Milwaukee Bucks,20-03-2019,groin,basketball
George Hill,Milwaukee Bucks,25-11-2019,back,basketball
George Hill,Milwaukee Bucks,07-01-2020,illness,basketball
George Hill,Milwaukee Bucks,08-01-2020,illness,basketball
George Hill,Milwaukee Bucks,30-01-2020,hamstring,basketball
George Hill,Milwaukee Bucks,31-01-2020,hamstring,basketball
George Hill,Milwaukee Bucks,04-03-2020,groin,basketball
George Hill,Milwaukee Bucks,09-03-2020,adductor,basketball
Jrue Holiday,Milwaukee Bucks,14-12-2012,foot,basketball
Jrue Holiday,Milwaukee Bucks,16-12-2012,foot,basketball
Jrue Holiday,Milwaukee Bucks,18-12-2012,foot,basketball
Jrue Holiday,Milwaukee Bucks,19-12-2012,foot,basketball
Jrue Holiday,Milwaukee Bucks,10-01-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,11-01-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,13-01-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,15-01-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,18-01-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,20-01-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,21-01-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,24-01-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,26-01-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,28-01-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,29-01-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,01-02-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,03-02-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,05-02-2014,ankle,basketball
Jrue Holiday,Milwaukee Bucks,28-02-2014,tibia,basketball
Jrue Holiday,Milwaukee Bucks,14-01-2015,ankle,basketball
Jrue Holiday,Milwaukee Bucks,13-04-2015,unspecified (DTD),basketball
Jrue Holiday,Milwaukee Bucks,20-04-2015,leg,basketball
Jrue Holiday,Milwaukee Bucks,06-05-2015,leg,basketball
Jrue Holiday,Milwaukee Bucks,27-10-2015,leg,basketball
Jrue Holiday,Milwaukee Bucks,07-11-2015,leg,basketball
Jrue Holiday,Milwaukee Bucks,11-11-2015,leg,basketball
Jrue Holiday,Milwaukee Bucks,12-12-2015,leg,basketball
Jrue Holiday,Milwaukee Bucks,24-03-2016,toe,basketball
Jrue Holiday,Milwaukee Bucks,29-03-2016,orbital_wall,basketball
Jrue Holiday,Milwaukee Bucks,11-04-2016,orbital_wall,basketball
Jrue Holiday,Milwaukee Bucks,11-04-2016,orbital_wall,basketball
Jrue Holiday,Milwaukee Bucks,05-12-2016,toe,basketball
Jrue Holiday,Milwaukee Bucks,20-03-2018,illness,basketball
Jrue Holiday,Milwaukee Bucks,07-03-2019,abdominal_muscle,basketball
Jrue Holiday,Milwaukee Bucks,08-03-2019,abdominal_muscle,basketball
Jrue Holiday,Milwaukee Bucks,26-10-2019,knee,basketball
Jrue Holiday,Milwaukee Bucks,06-01-2020,elbow,basketball
Jrue Holiday,Milwaukee Bucks,13-01-2020,elbow,basketball
Jrue Holiday,Milwaukee Bucks,10-08-2020,elbow,basketball
Rodney Hood,Milwaukee Bucks,09-11-2014,foot,basketball
Rodney Hood,Milwaukee Bucks,02-01-2015,heel,basketball
Rodney Hood,Milwaukee Bucks,21-01-2015,knee,basketball
Rodney Hood,Milwaukee Bucks,25-03-2015,illness,basketball
Rodney Hood,Milwaukee Bucks,01-04-2015,concussion,basketball
Rodney Hood,Milwaukee Bucks,13-11-2015,foot,basketball
Rodney Hood,Milwaukee Bucks,07-01-2016,ankle,basketball
Rodney Hood,Milwaukee Bucks,09-03-2016,back,basketball
Rodney Hood,Milwaukee Bucks,14-11-2016,illness,basketball
Rodney Hood,Milwaukee Bucks,01-12-2016,hamstring,basketball
Rodney Hood,Milwaukee Bucks,07-12-2016,hamstring,basketball
Rodney Hood,Milwaukee Bucks,21-12-2016,flu,basketball
Rodney Hood,Milwaukee Bucks,15-01-2017,knee,basketball
Rodney Hood,Milwaukee Bucks,16-01-2017,knee,basketball
Rodney Hood,Milwaukee Bucks,01-02-2017,knee,basketball
Rodney Hood,Milwaukee Bucks,04-02-2017,knee,basketball
Rodney Hood,Milwaukee Bucks,01-03-2017,knee,basketball
Rodney Hood,Milwaukee Bucks,16-03-2017,knee,basketball
Rodney Hood,Milwaukee Bucks,04-04-2017,knee,basketball
Rodney Hood,Milwaukee Bucks,09-04-2017,knee,basketball
Rodney Hood,Milwaukee Bucks,21-10-2017,calf,basketball
Rodney Hood,Milwaukee Bucks,28-11-2017,ankle,basketball
Rodney Hood,Milwaukee Bucks,01-12-2017,ankle,basketball
Rodney Hood,Milwaukee Bucks,07-12-2017,ankle,basketball
Rodney Hood,Milwaukee Bucks,20-01-2018,leg,basketball
Rodney Hood,Milwaukee Bucks,10-03-2018,back,basketball
Rodney Hood,Milwaukee Bucks,11-03-2018,back,basketball
Rodney Hood,Milwaukee Bucks,17-03-2018,back,basketball
Rodney Hood,Milwaukee Bucks,19-03-2018,back,basketball
Rodney Hood,Milwaukee Bucks,09-04-2018,achilles,basketball
Rodney Hood,Milwaukee Bucks,08-12-2018,toe,basketball
Rodney Hood,Milwaukee Bucks,22-12-2018,achilles,basketball
Rodney Hood,Milwaukee Bucks,23-12-2018,achilles,basketball
Rodney Hood,Milwaukee Bucks,05-01-2019,achilles,basketball
Rodney Hood,Milwaukee Bucks,08-01-2019,achilles,basketball
Rodney Hood,Milwaukee Bucks,12-03-2019,hip,basketball
Rodney Hood,Milwaukee Bucks,10-11-2019,back,basketball
Rodney Hood,Milwaukee Bucks,07-12-2019,achilles,basketball
Rodney Hood,Milwaukee Bucks,07-12-2019,achilles,basketball
Rodions Kurucs,Milwaukee Bucks,23-10-2018,ankle,basketball
Rodions Kurucs,Milwaukee Bucks,24-10-2018,ankle,basketball
Rodions Kurucs,Milwaukee Bucks,13-02-2019,elbow,basketball
Brook Lopez,Milwaukee Bucks,04-05-2011,arm,basketball
Brook Lopez,Milwaukee Bucks,22-12-2011,foot,basketball
Brook Lopez,Milwaukee Bucks,26-12-2011,foot,basketball
Brook Lopez,Milwaukee Bucks,06-03-2012,ankle,basketball
Brook Lopez,Milwaukee Bucks,07-03-2012,ankle,basketball
Brook Lopez,Milwaukee Bucks,09-03-2012,ankle,basketball
Brook Lopez,Milwaukee Bucks,10-03-2012,ankle,basketball
Brook Lopez,Milwaukee Bucks,12-03-2012,ankle,basketball
Brook Lopez,Milwaukee Bucks,14-03-2012,ankle,basketball
Brook Lopez,Milwaukee Bucks,16-03-2012,ankle,basketball
Brook Lopez,Milwaukee Bucks,17-03-2012,ankle,basketball
Brook Lopez,Milwaukee Bucks,30-11-2012,foot,basketball
Brook Lopez,Milwaukee Bucks,25-06-2013,foot,basketball
Brook Lopez,Milwaukee Bucks,16-11-2013,ankle,basketball
Brook Lopez,Milwaukee Bucks,18-11-2013,ankle,basketball
Brook Lopez,Milwaukee Bucks,13-12-2013,ankle,basketball
Brook Lopez,Milwaukee Bucks,16-12-2013,ankle,basketball
Brook Lopez,Milwaukee Bucks,21-12-2013,foot,basketball
Brook Lopez,Milwaukee Bucks,23-12-2013,foot,basketball
Brook Lopez,Milwaukee Bucks,04-01-2014,foot,basketball
Brook Lopez,Milwaukee Bucks,29-10-2014,ankle,basketball
Brook Lopez,Milwaukee Bucks,08-12-2014,back,basketball
Brook Lopez,Milwaukee Bucks,09-11-2015,foot,basketball
Brook Lopez,Milwaukee Bucks,19-03-2016,virus,basketball
Brook Lopez,Milwaukee Bucks,09-03-2017,ankle,basketball
Brook Lopez,Milwaukee Bucks,19-12-2017,ankle,basketball
Brook Lopez,Milwaukee Bucks,20-12-2017,ankle,basketball
Brook Lopez,Milwaukee Bucks,30-11-2019,back,basketball
Brook Lopez,Milwaukee Bucks,23-02-2020,back,basketball
Brook Lopez,Milwaukee Bucks,24-02-2020,back,basketball
Khris Middleton,Milwaukee Bucks,11-11-2014,knee,basketball
Khris Middleton,Milwaukee Bucks,14-11-2014,knee,basketball
Khris Middleton,Milwaukee Bucks,03-04-2016,thigh,basketball
Khris Middleton,Milwaukee Bucks,21-09-2016,hamstring,basketball
Khris Middleton,Milwaukee Bucks,29-09-2016,hamstring,basketball
Khris Middleton,Milwaukee Bucks,26-10-2016,hamstring,basketball
Khris Middleton,Milwaukee Bucks,14-12-2018,finger,basketball
Khris Middleton,Milwaukee Bucks,31-03-2019,groin,basketball
Khris Middleton,Milwaukee Bucks,11-11-2019,thigh,basketball
Khris Middleton,Milwaukee Bucks,14-11-2019,thigh,basketball
Khris Middleton,Milwaukee Bucks,27-02-2020,neck,basketball
Khris Middleton,Milwaukee Bucks,28-02-2020,neck,basketball
Semi Ojeleye,Milwaukee Bucks,25-12-2017,back,basketball
Bobby Portis,Milwaukee Bucks,08-03-2016,eye,basketball
Bobby Portis,Milwaukee Bucks,01-12-2017,arm,basketball
Bobby Portis,Milwaukee Bucks,25-10-2018,knee,basketball
Bobby Portis,Milwaukee Bucks,20-12-2018,ankle,basketball
Bobby Portis,Milwaukee Bucks,12-01-2019,elbow,basketball
Jeff Teague,Milwaukee Bucks,13-03-2013,ankle,basketball
Jeff Teague,Milwaukee Bucks,25-01-2014,ankle,basketball
Jeff Teague,Milwaukee Bucks,27-01-2014,ankle,basketball
Jeff Teague,Milwaukee Bucks,21-02-2014,ankle,basketball
Jeff Teague,Milwaukee Bucks,17-12-2014,hamstring,basketball
Jeff Teague,Milwaukee Bucks,27-03-2015,ankle,basketball
Jeff Teague,Milwaukee Bucks,15-11-2015,ankle,basketball
Jeff Teague,Milwaukee Bucks,09-01-2016,ankle,basketball
Jeff Teague,Milwaukee Bucks,24-11-2017,achilles,basketball
Jeff Teague,Milwaukee Bucks,28-12-2017,knee,basketball
Jeff Teague,Milwaukee Bucks,01-04-2018,knee,basketball
Jeff Teague,Milwaukee Bucks,31-10-2018,knee,basketball
Jeff Teague,Milwaukee Bucks,02-11-2018,knee,basketball
Jeff Teague,Milwaukee Bucks,17-12-2018,ankle,basketball
Jeff Teague,Milwaukee Bucks,19-12-2018,ankle,basketball
Jeff Teague,Milwaukee Bucks,22-01-2019,foot,basketball
Jeff Teague,Milwaukee Bucks,25-01-2019,foot,basketball
Jeff Teague,Milwaukee Bucks,25-02-2019,knee,basketball
Jeff Teague,Milwaukee Bucks,27-02-2019,knee,basketball
Jeff Teague,Milwaukee Bucks,12-03-2019,foot,basketball
Jeff Teague,Milwaukee Bucks,06-11-2019,illness,basketball
Jeff Teague,Milwaukee Bucks,01-01-2020,knee,basketball
Bogdan Bogdanovic,Atlanta Hawks,17-10-2017,ankle,basketball
Bogdan Bogdanovic,Atlanta Hawks,18-10-2017,ankle,basketball
Bogdan Bogdanovic,Atlanta Hawks,19-03-2018,hamstring,basketball
Bogdan Bogdanovic,Atlanta Hawks,17-10-2018,knee,basketball
Bogdan Bogdanovic,Atlanta Hawks,19-12-2018,foot,basketball
Bogdan Bogdanovic,Atlanta Hawks,22-11-2019,hamstring,basketball
Bogdan Bogdanovic,Atlanta Hawks,04-12-2019,knee,basketball
Bogdan Bogdanovic,Atlanta Hawks,20-12-2019,ankle,basketball
Bogdan Bogdanovic,Atlanta Hawks,04-01-2020,ankle,basketball
Clint Capela,Atlanta Hawks,28-10-2014,groin,basketball
Clint Capela,Atlanta Hawks,14-12-2015,illness,basketball
Clint Capela,Atlanta Hawks,02-02-2016,hip,basketball
Clint Capela,Atlanta Hawks,25-02-2016,ankle,basketball
Clint Capela,Atlanta Hawks,12-10-2016,hamstring,basketball
Clint Capela,Atlanta Hawks,19-12-2016,leg,basketball
Clint Capela,Atlanta Hawks,20-12-2016,leg,basketball
Clint Capela,Atlanta Hawks,16-12-2017,heel,basketball
Clint Capela,Atlanta Hawks,20-12-2017,heel,basketball
Clint Capela,Atlanta Hawks,27-12-2017,orbital_bone,basketball
Clint Capela,Atlanta Hawks,28-12-2017,orbital_bone,basketball
Clint Capela,Atlanta Hawks,26-02-2018,illness,basketball
Clint Capela,Atlanta Hawks,27-03-2018,thumb,basketball
Clint Capela,Atlanta Hawks,11-04-2018,hand,basketball
Clint Capela,Atlanta Hawks,14-01-2019,thumb,basketball
Clint Capela,Atlanta Hawks,14-11-2019,concussion,basketball
Clint Capela,Atlanta Hawks,15-11-2019,concussion,basketball
Clint Capela,Atlanta Hawks,27-11-2019,illness,basketball
Clint Capela,Atlanta Hawks,28-12-2019,heel,basketball
Clint Capela,Atlanta Hawks,11-01-2020,heel,basketball
Clint Capela,Atlanta Hawks,27-01-2020,heel,basketball
Clint Capela,Atlanta Hawks,31-01-2020,heel,basketball
Gorgui Dieng,Atlanta Hawks,30-03-2015,concussion,basketball
Gorgui Dieng,Atlanta Hawks,11-11-2017,finger,basketball
Danilo Gallinari,Atlanta Hawks,03-01-2011,knee,basketball
Danilo Gallinari,Atlanta Hawks,04-01-2011,knee,basketball
Danilo Gallinari,Atlanta Hawks,28-02-2011,toe,basketball
Danilo Gallinari,Atlanta Hawks,11-04-2011,ankle,basketball
Danilo Gallinari,Atlanta Hawks,13-04-2011,ankle,basketball
Danilo Gallinari,Atlanta Hawks,07-02-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,08-02-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,09-02-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,11-02-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,14-02-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,15-02-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,17-02-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,19-02-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,20-02-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,22-02-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,23-02-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,29-02-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,02-03-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,04-03-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,19-03-2012,thumb,basketball
Danilo Gallinari,Atlanta Hawks,26-03-2012,thumb,basketball
Danilo Gallinari,Atlanta Hawks,28-03-2012,thumb,basketball
Danilo Gallinari,Atlanta Hawks,31-10-2012,ankle,basketball
Danilo Gallinari,Atlanta Hawks,25-02-2013,thigh,basketball
Danilo Gallinari,Atlanta Hawks,05-04-2013,knee,basketball
Danilo Gallinari,Atlanta Hawks,06-04-2013,knee,basketball
Danilo Gallinari,Atlanta Hawks,30-04-2013,knee,basketball
Danilo Gallinari,Atlanta Hawks,03-06-2013,knee,basketball
Danilo Gallinari,Atlanta Hawks,29-10-2013,knee,basketball
Danilo Gallinari,Atlanta Hawks,30-10-2013,knee,basketball
Danilo Gallinari,Atlanta Hawks,21-01-2014,knee,basketball
Danilo Gallinari,Atlanta Hawks,15-04-2014,knee,basketball
Danilo Gallinari,Atlanta Hawks,10-12-2014,knee,basketball
Danilo Gallinari,Atlanta Hawks,13-12-2014,knee,basketball
Danilo Gallinari,Atlanta Hawks,21-12-2014,knee,basketball
Danilo Gallinari,Atlanta Hawks,22-12-2014,knee,basketball
Danilo Gallinari,Atlanta Hawks,22-12-2014,knee,basketball
Danilo Gallinari,Atlanta Hawks,28-03-2015,shoulder,basketball
Danilo Gallinari,Atlanta Hawks,04-04-2015,undisclosed,basketball
Danilo Gallinari,Atlanta Hawks,22-12-2015,ankle,basketball
Danilo Gallinari,Atlanta Hawks,29-02-2016,ankle,basketball
Danilo Gallinari,Atlanta Hawks,23-11-2016,thigh,basketball
Danilo Gallinari,Atlanta Hawks,19-01-2017,ankle,basketball
Danilo Gallinari,Atlanta Hawks,02-02-2017,groin,basketball
